Product_Name,Alcohol_Percent,Alcohol_Amount,Alcohol_Price,product_id
Armorik Sherry Cask Single Malt,46.0,70.0,44.95,464
Bastille 1789 Blended,40.0,70.0,39.95,4200
Armorik Classic,46.0,70.0,38.95,776
Armorik Double Maturation,46.0,70.0,46.95,2896
Alpenglow 2015 Version Française,50.0,70.0,105.0,517
Brenne Estate Cask French Single Malt,40.0,70.0,56.95,4021
Aikan 2017 Version Française,50.0,70.0,84.95,1192
Moutard Vieillissement fut Ratafia de Bourgogne,45.0,50.0,66.95,1473
Eddu 2004,49.0,70.0,128.0,1320
Le Breuil Finition Sherry Oloroso,46.0,70.0,74.95,3673
Wambrechies Sherry Cask Single Malt,49.9,70.0,76.95,3895
Wambrechies Madeira Cask Single Malt,44.5,70.0,74.95,748
Legendaire Reserve,44.0,50.0,41.95,3560
Michel Couvreur Special Vatting Peaty Malt,45.0,70.0,142.0,1013
Bastille 1789 Single Malt,43.0,70.0,62.95,3358
Domaine des Hautes Glaces,44.8,70.0,105.0,4067
Glann Ar Mor,46.0,70.0,77.75,1461
Domaine des Hautes Glaces Ceros Single Rye Whisky,55.0,70.0,170.0,624
Fontagard PNDC 9918-9 Single Malt,44.0,70.0,47.95,3882
La Piautre 2018 Version Française,56.0,70.0,102.0,1326
Amaethon French Whisky,45.0,70.0,52.95,1319
Veuve Goudoulin Single Malt,43.2,70.0,51.95,2463
Le Breuil Origine,46.0,70.0,64.95,3278
Armorik 10 Year Old,46.0,70.0,53.95,3716
Armorik Yeun Elez Jobic,46.0,70.0,53.95,4044
Kornog Peated French Single Malt Whisky,46.0,70.0,81.25,3967
Glann Ar Mor 2010,51.0,70.0,125.0,2245
Hepp 2014,45.0,70.0,79.95,2810
Alpenglow 2015 Version Française,50.0,70.0,105.0,3213
Brenne Estate Cask French Single Malt,40.0,70.0,56.95,310
Aikan 2017 Version Française,50.0,70.0,84.95,3387
Moutard Vieillissement fut Ratafia de Bourgogne,45.0,50.0,66.95,2811
Eddu 2004,49.0,70.0,128.0,895
Le Breuil Finition Sherry Oloroso,46.0,70.0,74.95,669
Wambrechies Sherry Cask Single Malt,49.9,70.0,76.95,1269
Wambrechies Madeira Cask Single Malt,44.5,70.0,74.95,967
Legendaire Reserve,44.0,50.0,41.95,3436
Michel Couvreur Special Vatting Peaty Malt,45.0,70.0,142.0,540
Bastille 1789 Single Malt,43.0,70.0,62.95,3239
Domaine des Hautes Glaces,44.8,70.0,105.0,3401
Glann Ar Mor,46.0,70.0,77.75,88
Domaine des Hautes Glaces Ceros Single Rye Whisky,55.0,70.0,170.0,522
Fontagard PNDC 9918-9 Single Malt,44.0,70.0,47.95,450
La Piautre 2018 Version Française,56.0,70.0,102.0,4417
Amaethon French Whisky,45.0,70.0,52.95,4016
Veuve Goudoulin Single Malt,43.2,70.0,51.95,3246
Le Breuil Origine,46.0,70.0,64.95,201
Armorik 10 Year Old,46.0,70.0,53.95,1786
Armorik Yeun Elez Jobic,46.0,70.0,53.95,3117
Kornog Peated French Single Malt Whisky,46.0,70.0,81.25,1848
Glann Ar Mor 2010,51.0,70.0,125.0,1768
Hepp 2014,45.0,70.0,79.95,1103
Alpenglow 2015 Version Française,50.0,70.0,105.0,2253
Brenne Estate Cask French Single Malt,40.0,70.0,56.95,4129
Aikan 2017 Version Française,50.0,70.0,84.95,2480
Moutard Vieillissement fut Ratafia de Bourgogne,45.0,50.0,66.95,1041
Eddu 2004,49.0,70.0,128.0,1353
Le Breuil Finition Sherry Oloroso,46.0,70.0,74.95,262
Wambrechies Sherry Cask Single Malt,49.9,70.0,76.95,2250
Wambrechies Madeira Cask Single Malt,44.5,70.0,74.95,1918
Legendaire Reserve,44.0,50.0,41.95,3926
Michel Couvreur Special Vatting Peaty Malt,45.0,70.0,142.0,2183
Bastille 1789 Single Malt,43.0,70.0,62.95,1655
Domaine des Hautes Glaces,44.8,70.0,105.0,921
Glann Ar Mor,46.0,70.0,77.75,1246
Domaine des Hautes Glaces Ceros Single Rye Whisky,55.0,70.0,170.0,3042
Fontagard PNDC 9918-9 Single Malt,44.0,70.0,47.95,3513
La Piautre 2018 Version Française,56.0,70.0,102.0,4491
Amaethon French Whisky,45.0,70.0,52.95,4194
Veuve Goudoulin Single Malt,43.2,70.0,51.95,1637
Le Breuil Origine,46.0,70.0,64.95,3916
Armorik 10 Year Old,46.0,70.0,53.95,1159
Armorik Yeun Elez Jobic,46.0,70.0,53.95,3187
Kornog Peated French Single Malt Whisky,46.0,70.0,81.25,2205
Glann Ar Mor 2010,51.0,70.0,125.0,1395
Hepp 2014,45.0,70.0,79.95,542
Hardenberg Club Straight Wheat,42.5,70.0,43.25,3095
Beverbach Single Malt Whiskey,43.0,70.0,52.75,1695
Hardenberg Club Straight Rye,42.5,70.0,43.25,2238
Beverbach Single Malt Tequila Finish,43.0,70.0,67.25,1665
Stork Club Straight Rye Whiskey,45.0,70.0,34.95,311
Hardenberg Club Straight Wheat,42.5,70.0,43.25,2774
Beverbach Single Malt Whiskey,43.0,70.0,52.75,3944
Hardenberg Club Straight Rye,42.5,70.0,43.25,2228
Beverbach Single Malt Tequila Finish,43.0,70.0,67.25,3929
Stork Club Straight Rye Whiskey,45.0,70.0,34.95,1932
Hardenberg Club Straight Wheat,42.5,70.0,43.25,2221
Beverbach Single Malt Whiskey,43.0,70.0,52.75,1881
Hardenberg Club Straight Rye,42.5,70.0,43.25,1715
Beverbach Single Malt Tequila Finish,43.0,70.0,67.25,594
Stork Club Straight Rye Whiskey,45.0,70.0,34.95,1605
Hardenberg Club Straight Wheat,42.5,70.0,43.25,4272
Beverbach Single Malt Whiskey,43.0,70.0,52.75,2455
Hardenberg Club Straight Rye,42.5,70.0,43.25,4540
Beverbach Single Malt Tequila Finish,43.0,70.0,67.25,3472
Stork Club Straight Rye Whiskey,45.0,70.0,34.95,3179
Hardenberg Club Straight Wheat,42.5,70.0,43.25,1741
Beverbach Single Malt Whiskey,43.0,70.0,52.75,577
Hardenberg Club Straight Rye,42.5,70.0,43.25,3545
Beverbach Single Malt Tequila Finish,43.0,70.0,67.25,3063
Stork Club Straight Rye Whiskey,45.0,70.0,34.95,3769
Hardenberg Club Straight Wheat,42.5,70.0,43.25,1624
Beverbach Single Malt Whiskey,43.0,70.0,52.75,1491
Hardenberg Club Straight Rye,42.5,70.0,43.25,1621
Beverbach Single Malt Tequila Finish,43.0,70.0,67.25,244
Stork Club Straight Rye Whiskey,45.0,70.0,34.95,3793
Pelter Single Malt Batch 2,51.3,70.0,110.0,4467
Milk & Honey Apex,56.2,70.0,105.0,483
Milk & Honey Sherry Cask,46.0,70.0,51.95,3715
Milk & Honey Rum Cask,57.3,70.0,92.75,1909
Milk & Honey 2017 Ex-Islay Cask,66.1,70.0,94.95,610
Milk & Honey No.1 Dad Edition,55.0,70.0,76.95,1384
Milk & Honey Peated Cask,46.0,70.0,51.95,625
Milk & Honey Red Wine Cask,46.0,70.0,51.95,761
Milk & Honey Classic Single Malt,46.0,70.0,44.95,318
Pelter Single Malt Batch 2,51.3,70.0,110.0,2817
Milk & Honey Apex,56.2,70.0,105.0,1670
Milk & Honey Sherry Cask,46.0,70.0,51.95,1130
Milk & Honey Rum Cask,57.3,70.0,92.75,1363
Milk & Honey 2017 Ex-Islay Cask,66.1,70.0,94.95,3662
Milk & Honey No.1 Dad Edition,55.0,70.0,76.95,1996
Milk & Honey Peated Cask,46.0,70.0,51.95,1823
Milk & Honey Red Wine Cask,46.0,70.0,51.95,802
Milk & Honey Classic Single Malt,46.0,70.0,44.95,4284
Pelter Single Malt Batch 2,51.3,70.0,110.0,2446
Milk & Honey Apex,56.2,70.0,105.0,523
Milk & Honey Sherry Cask,46.0,70.0,51.95,929
Milk & Honey Rum Cask,57.3,70.0,92.75,3761
Milk & Honey 2017 Ex-Islay Cask,66.1,70.0,94.95,3089
Milk & Honey No.1 Dad Edition,55.0,70.0,76.95,1993
Milk & Honey Peated Cask,46.0,70.0,51.95,1660
Milk & Honey Red Wine Cask,46.0,70.0,51.95,3457
Milk & Honey Classic Single Malt,46.0,70.0,44.95,1611
Pelter Single Malt Batch 2,51.3,70.0,110.0,4525
Milk & Honey Apex,56.2,70.0,105.0,1697
Milk & Honey Sherry Cask,46.0,70.0,51.95,2425
Milk & Honey Rum Cask,57.3,70.0,92.75,92
Milk & Honey 2017 Ex-Islay Cask,66.1,70.0,94.95,3330
Milk & Honey No.1 Dad Edition,55.0,70.0,76.95,3361
Milk & Honey Peated Cask,46.0,70.0,51.95,604
Milk & Honey Red Wine Cask,46.0,70.0,51.95,1781
Milk & Honey Classic Single Malt,46.0,70.0,44.95,4350
Pelter Single Malt Batch 2,51.3,70.0,110.0,3225
Milk & Honey Apex,56.2,70.0,105.0,3327
Milk & Honey Sherry Cask,46.0,70.0,51.95,2142
Milk & Honey Rum Cask,57.3,70.0,92.75,1459
Milk & Honey 2017 Ex-Islay Cask,66.1,70.0,94.95,3128
Milk & Honey No.1 Dad Edition,55.0,70.0,76.95,3767
Milk & Honey Peated Cask,46.0,70.0,51.95,3559
Milk & Honey Red Wine Cask,46.0,70.0,51.95,998
Milk & Honey Classic Single Malt,46.0,70.0,44.95,1960
Pelter Single Malt Batch 2,51.3,70.0,110.0,326
Milk & Honey Apex,56.2,70.0,105.0,1642
Milk & Honey Sherry Cask,46.0,70.0,51.95,179
Milk & Honey Rum Cask,57.3,70.0,92.75,380
Milk & Honey 2017 Ex-Islay Cask,66.1,70.0,94.95,2029
Milk & Honey No.1 Dad Edition,55.0,70.0,76.95,3999
Milk & Honey Peated Cask,46.0,70.0,51.95,2889
Milk & Honey Red Wine Cask,46.0,70.0,51.95,2307
Milk & Honey Classic Single Malt,46.0,70.0,44.95,2876
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,1254
Cardrona Growing Wings Solera,64.9,35.0,74.95,2002
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,4104
Cardrona Growing Wings,67.4,35.0,125.0,662
Cardrona Growing Wings,66.5,35.0,125.0,1463
Cardrona Growing Wings 5 Year Old,65.7,35.0,125.0,2279
Cardrona Growing Wings 5 Year Old,61.2,35.0,125.0,2219
Thomson Manuka Smoke Single Malt,46.0,70.0,54.95,1895
Cardrona Just Hatched Single Malt,64.4,35.0,74.95,3896
New Zealand 1988 Single Cask,55.3,50.0,450.0,2355
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,3038
Cardrona Growing Wings Solera,64.9,35.0,74.95,1704
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,2052
Cardrona Growing Wings,67.4,35.0,125.0,3632
Cardrona Growing Wings,66.5,35.0,125.0,1290
Cardrona Growing Wings 5 Year Old,65.7,35.0,125.0,1174
Cardrona Growing Wings 5 Year Old,61.2,35.0,125.0,2994
Thomson Manuka Smoke Single Malt,46.0,70.0,54.95,3779
Cardrona Just Hatched Single Malt,64.4,35.0,74.95,290
New Zealand 1988 Single Cask,55.3,50.0,450.0,3987
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,1105
Cardrona Growing Wings Solera,64.9,35.0,74.95,1983
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,782
Cardrona Growing Wings,67.4,35.0,125.0,3889
Cardrona Growing Wings,66.5,35.0,125.0,4513
Cardrona Growing Wings 5 Year Old,65.7,35.0,125.0,983
Cardrona Growing Wings 5 Year Old,61.2,35.0,125.0,358
Thomson Manuka Smoke Single Malt,46.0,70.0,54.95,1343
Cardrona Just Hatched Single Malt,64.4,35.0,74.95,3058
New Zealand 1988 Single Cask,55.3,50.0,450.0,31
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,3758
Cardrona Growing Wings Solera,64.9,35.0,74.95,4087
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,4369
Cardrona Growing Wings,67.4,35.0,125.0,339
Cardrona Growing Wings,66.5,35.0,125.0,3946
Cardrona Growing Wings 5 Year Old,65.7,35.0,125.0,4497
Cardrona Growing Wings 5 Year Old,61.2,35.0,125.0,4450
Thomson Manuka Smoke Single Malt,46.0,70.0,54.95,2249
Cardrona Just Hatched Single Malt,64.4,35.0,74.95,940
New Zealand 1988 Single Cask,55.3,50.0,450.0,1806
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,433
Cardrona Growing Wings Solera,64.9,35.0,74.95,2893
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,2611
Cardrona Growing Wings,67.4,35.0,125.0,1722
Cardrona Growing Wings,66.5,35.0,125.0,3464
Cardrona Growing Wings 5 Year Old,65.7,35.0,125.0,4287
Cardrona Growing Wings 5 Year Old,61.2,35.0,125.0,4494
Thomson Manuka Smoke Single Malt,46.0,70.0,54.95,3265
Cardrona Just Hatched Single Malt,64.4,35.0,74.95,787
New Zealand 1988 Single Cask,55.3,50.0,450.0,2427
New Zealand 18 Year Old Double Wood,57.2,50.0,99.95,3103
Cardrona Growing Wings Solera,64.9,35.0,74.95,1916
New Zealand High Wheeler 21 Year Old,43.0,35.0,64.95,866
Cardrona Growing Wings,67.4,35.0,125.0,46
Cardrona Growing Wings,66.5,35.0,125.0,2642
Cardrona Growing Wings 5 Year Old,65.7,35.0,125.0,4332
Cardrona Growing Wings 5 Year Old,61.2,35.0,125.0,2795
Thomson Manuka Smoke Single Malt,46.0,70.0,54.95,1393
Cardrona Just Hatched Single Malt,64.4,35.0,74.95,2191
New Zealand 1988 Single Cask,55.3,50.0,450.0,2402
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,355
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,2961
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,3739
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,3500
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,154
Abasolo Mexican Corn Whisky,43.0,70.0,39.95,3000
Three Ships 12 Year Old,46.3,70.0,42.75,3363
Bain's Cape Mountain Whisky,40.0,70.0,24.45,4206
Three Ships 12 Year Old,46.3,70.0,42.75,2632
Bain's Cape Mountain Whisky,40.0,70.0,24.45,1475
Three Ships 12 Year Old,46.3,70.0,42.75,2087
Bain's Cape Mountain Whisky,40.0,70.0,24.45,4009
Three Ships 12 Year Old,46.3,70.0,42.75,2075
Bain's Cape Mountain Whisky,40.0,70.0,24.45,3476
Three Ships 12 Year Old,46.3,70.0,42.75,1547
Bain's Cape Mountain Whisky,40.0,70.0,24.45,4351
Three Ships 12 Year Old,46.3,70.0,42.75,3247
Bain's Cape Mountain Whisky,40.0,70.0,24.45,794
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,114
Haran 18 Year Old Original Small Batch Reserve Spanish Single Malt Whiskey,45.0,70.0,84.95,3313
Haran 12 Year Old Port Cask Finish Spanish Single Malt Whiskey,43.0,70.0,64.95,4136
Haran 12 Year Old Traditional Spanish Single Malt Whiskey,40.0,70.0,47.45,3311
Haran 8 Year Old Classic Spanish Single Malt Whiskey,40.0,70.0,39.95,1791
Equipos Navazos La Bota 105 de Grain Whisky,46.0,70.0,69.25,2195
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,2325
Haran 18 Year Old Original Small Batch Reserve Spanish Single Malt Whiskey,45.0,70.0,84.95,2657
Haran 12 Year Old Port Cask Finish Spanish Single Malt Whiskey,43.0,70.0,64.95,1512
Haran 12 Year Old Traditional Spanish Single Malt Whiskey,40.0,70.0,47.45,1484
Haran 8 Year Old Classic Spanish Single Malt Whiskey,40.0,70.0,39.95,2114
Equipos Navazos La Bota 105 de Grain Whisky,46.0,70.0,69.25,2561
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,1889
Haran 18 Year Old Original Small Batch Reserve Spanish Single Malt Whiskey,45.0,70.0,84.95,3208
Haran 12 Year Old Port Cask Finish Spanish Single Malt Whiskey,43.0,70.0,64.95,4157
Haran 12 Year Old Traditional Spanish Single Malt Whiskey,40.0,70.0,47.45,1904
Haran 8 Year Old Classic Spanish Single Malt Whiskey,40.0,70.0,39.95,233
Equipos Navazos La Bota 105 de Grain Whisky,46.0,70.0,69.25,3466
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,4490
Haran 18 Year Old Original Small Batch Reserve Spanish Single Malt Whiskey,45.0,70.0,84.95,213
Haran 12 Year Old Port Cask Finish Spanish Single Malt Whiskey,43.0,70.0,64.95,2196
Haran 12 Year Old Traditional Spanish Single Malt Whiskey,40.0,70.0,47.45,4159
Haran 8 Year Old Classic Spanish Single Malt Whiskey,40.0,70.0,39.95,4460
Equipos Navazos La Bota 105 de Grain Whisky,46.0,70.0,69.25,2824
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,739
Haran 18 Year Old Original Small Batch Reserve Spanish Single Malt Whiskey,45.0,70.0,84.95,2346
Haran 12 Year Old Port Cask Finish Spanish Single Malt Whiskey,43.0,70.0,64.95,3740
Haran 12 Year Old Traditional Spanish Single Malt Whiskey,40.0,70.0,47.45,3142
Haran 8 Year Old Classic Spanish Single Malt Whiskey,40.0,70.0,39.95,1540
Equipos Navazos La Bota 105 de Grain Whisky,46.0,70.0,69.25,4048
Equipos Navazos La Bota 104 de Malt Whisky,46.0,70.0,82.25,2527
Haran 18 Year Old Original Small Batch Reserve Spanish Single Malt Whiskey,45.0,70.0,84.95,2146
Haran 12 Year Old Port Cask Finish Spanish Single Malt Whiskey,43.0,70.0,64.95,2859
Haran 12 Year Old Traditional Spanish Single Malt Whiskey,40.0,70.0,47.45,3703
Haran 8 Year Old Classic Spanish Single Malt Whiskey,40.0,70.0,39.95,3135
Equipos Navazos La Bota 105 de Grain Whisky,46.0,70.0,69.25,70
Mackmyra Limousin,46.1,70.0,59.95,3610
Mackmyra Intelligens A:02,46.1,70.0,59.95,3230
Mackmyra Bjorksav Single Malt,46.1,70.0,59.95,519
Spirit of Hven,45.0,50.0,89.95,1669
Mack by Mackmyra,40.0,70.0,35.95,1511
Mackmyra Vit Hund,46.1,50.0,32.45,1979
Mackmyra Moment Virvelvind,46.8,70.0,105.0,2877
Mackmyra Brukswhisky DLX II,44.0,70.0,105.0,791
Mackmyra Brukswhisky 2008,41.4,70.0,46.25,3835
Spirit of Hven Mercurious Corn Whisky,45.6,50.0,48.75,1765
High Coast Alv,46.0,70.0,57.75,1762
High Coast Timmer,48.0,70.0,57.75,3198
High Coast Hav,48.0,70.0,57.75,2399
Mackmyra Moment Karibien,44.4,70.0,104.0,1213
Spirit of Hven Hvenus Rye Whisky,45.6,50.0,48.75,1045
Mackmyra Moment Efva,46.3,70.0,104.0,3601
Spirit of Hven,45.0,50.0,89.95,3848
Mackmyra Prestige,46.1,70.0,104.0,1449
Spirit of Hven,45.0,50.0,89.95,128
Box Quercus Robur,50.8,50.0,81.45,2655
Box The 2nd Step Collection 03,51.3,50.0,77.95,2761
Spirit of Hven Alioth,45.0,50.0,89.95,3224
Box Dalvve,46.0,70.0,58.75,814
Box American Oak,50.8,50.0,91.95,3349
Mackmyra Limousin,46.1,70.0,59.95,2917
Mackmyra Intelligens A:02,46.1,70.0,59.95,1609
Mackmyra Bjorksav Single Malt,46.1,70.0,59.95,527
Spirit of Hven,45.0,50.0,89.95,416
Mack by Mackmyra,40.0,70.0,35.95,421
Mackmyra Vit Hund,46.1,50.0,32.45,1890
Mackmyra Moment Virvelvind,46.8,70.0,105.0,58
Mackmyra Brukswhisky DLX II,44.0,70.0,105.0,2908
Mackmyra Brukswhisky 2008,41.4,70.0,46.25,2920
Spirit of Hven Mercurious Corn Whisky,45.6,50.0,48.75,2995
High Coast Alv,46.0,70.0,57.75,2610
High Coast Timmer,48.0,70.0,57.75,3790
High Coast Hav,48.0,70.0,57.75,2568
Mackmyra Moment Karibien,44.4,70.0,104.0,3579
Spirit of Hven Hvenus Rye Whisky,45.6,50.0,48.75,2223
Mackmyra Moment Efva,46.3,70.0,104.0,1083
Spirit of Hven,45.0,50.0,89.95,1872
Mackmyra Prestige,46.1,70.0,104.0,247
Spirit of Hven,45.0,50.0,89.95,1286
Box Quercus Robur,50.8,50.0,81.45,2447
Box The 2nd Step Collection 03,51.3,50.0,77.95,4464
Spirit of Hven Alioth,45.0,50.0,89.95,2312
Box Dalvve,46.0,70.0,58.75,4414
Box American Oak,50.8,50.0,91.95,3481
Box The Explorer,48.3,50.0,59.95,2469
Box Early Days 002,51.5,50.0,74.95,64
Box Early Days 001,51.2,50.0,74.95,4201
Mackmyra Svensk Ek,46.1,70.0,50.75,880
Spirit of Hven Merak,45.0,50.0,94.95,4008
Mackmyra Svensk Rok,46.1,50.0,45.95,4293
Spirit of Hven Dubhe,45.0,50.0,94.95,3503
Box Advanced Master Class,56.0,100.0,163.0,3713
Spirit of Hven Urania Swedish Whisky,45.0,50.0,150.0,1572
Mackmyra Limousin,46.1,70.0,59.95,4109
Mackmyra Intelligens A:02,46.1,70.0,59.95,3280
Mackmyra Bjorksav Single Malt,46.1,70.0,59.95,3989
Spirit of Hven,45.0,50.0,89.95,2266
Mack by Mackmyra,40.0,70.0,35.95,3115
Mackmyra Vit Hund,46.1,50.0,32.45,3156
Mackmyra Moment Virvelvind,46.8,70.0,105.0,161
Mackmyra Brukswhisky DLX II,44.0,70.0,105.0,2639
Mackmyra Brukswhisky 2008,41.4,70.0,46.25,2097
Spirit of Hven Mercurious Corn Whisky,45.6,50.0,48.75,2902
High Coast Alv,46.0,70.0,57.75,2337
High Coast Timmer,48.0,70.0,57.75,3158
High Coast Hav,48.0,70.0,57.75,1802
Mackmyra Moment Karibien,44.4,70.0,104.0,4137
Spirit of Hven Hvenus Rye Whisky,45.6,50.0,48.75,3101
Mackmyra Moment Efva,46.3,70.0,104.0,2015
Spirit of Hven,45.0,50.0,89.95,1014
Mackmyra Prestige,46.1,70.0,104.0,218
Spirit of Hven,45.0,50.0,89.95,3940
Box Quercus Robur,50.8,50.0,81.45,818
Box The 2nd Step Collection 03,51.3,50.0,77.95,1645
Spirit of Hven Alioth,45.0,50.0,89.95,3269
Box Dalvve,46.0,70.0,58.75,1825
Box American Oak,50.8,50.0,91.95,73
Mackmyra Limousin,46.1,70.0,59.95,3222
Mackmyra Intelligens A:02,46.1,70.0,59.95,157
Mackmyra Bjorksav Single Malt,46.1,70.0,59.95,2194
Spirit of Hven,45.0,50.0,89.95,1978
Mack by Mackmyra,40.0,70.0,35.95,3629
Mackmyra Vit Hund,46.1,50.0,32.45,2543
Mackmyra Moment Virvelvind,46.8,70.0,105.0,1927
Mackmyra Brukswhisky DLX II,44.0,70.0,105.0,1685
Mackmyra Brukswhisky 2008,41.4,70.0,46.25,2852
Spirit of Hven Mercurious Corn Whisky,45.6,50.0,48.75,2627
High Coast Alv,46.0,70.0,57.75,2466
High Coast Timmer,48.0,70.0,57.75,3913
High Coast Hav,48.0,70.0,57.75,1247
Mackmyra Moment Karibien,44.4,70.0,104.0,3787
Spirit of Hven Hvenus Rye Whisky,45.6,50.0,48.75,1306
Mackmyra Moment Efva,46.3,70.0,104.0,1864
Spirit of Hven,45.0,50.0,89.95,3766
Mackmyra Prestige,46.1,70.0,104.0,2422
Spirit of Hven,45.0,50.0,89.95,2592
Box Quercus Robur,50.8,50.0,81.45,2237
Box The 2nd Step Collection 03,51.3,50.0,77.95,453
Spirit of Hven Alioth,45.0,50.0,89.95,1783
Box Dalvve,46.0,70.0,58.75,4338
Box American Oak,50.8,50.0,91.95,3426
Mackmyra Limousin,46.1,70.0,59.95,3432
Mackmyra Intelligens A:02,46.1,70.0,59.95,2188
Mackmyra Bjorksav Single Malt,46.1,70.0,59.95,3670
Spirit of Hven,45.0,50.0,89.95,3328
Mack by Mackmyra,40.0,70.0,35.95,2827
Mackmyra Vit Hund,46.1,50.0,32.45,1703
Mackmyra Moment Virvelvind,46.8,70.0,105.0,778
Mackmyra Brukswhisky DLX II,44.0,70.0,105.0,2172
Mackmyra Brukswhisky 2008,41.4,70.0,46.25,307
Spirit of Hven Mercurious Corn Whisky,45.6,50.0,48.75,3353
High Coast Alv,46.0,70.0,57.75,38
High Coast Timmer,48.0,70.0,57.75,724
High Coast Hav,48.0,70.0,57.75,1430
Mackmyra Moment Karibien,44.4,70.0,104.0,3976
Spirit of Hven Hvenus Rye Whisky,45.6,50.0,48.75,3018
Mackmyra Moment Efva,46.3,70.0,104.0,3026
Spirit of Hven,45.0,50.0,89.95,2256
Mackmyra Prestige,46.1,70.0,104.0,3590
Spirit of Hven,45.0,50.0,89.95,4158
Box Quercus Robur,50.8,50.0,81.45,1678
Box The 2nd Step Collection 03,51.3,50.0,77.95,3248
Spirit of Hven Alioth,45.0,50.0,89.95,1481
Box Dalvve,46.0,70.0,58.75,3417
Box American Oak,50.8,50.0,91.95,1268
Langatun Old Deer,46.0,50.0,53.95,829
Seven Seals The Age of Scorpio,49.7,50.0,69.95,1425
Seven Seals The Age of Taurus,49.7,50.0,69.95,123
Langatun Old Crow,46.0,50.0,70.95,3243
Seven Seals The Age of Aquarius,49.7,50.0,69.95,1804
Langatun 2016,49.12,50.0,83.95,3678
Langatun Jacob's Dram 2015,49.12,50.0,83.95,2246
Langatun Old Deer,58.5,50.0,71.95,2957
Seven Seals,58.7,50.0,74.95,3392
Seven Seals,46.0,70.0,74.95,1124
Seven Seals,46.0,70.0,74.95,3403
Seven Seals,46.0,70.0,74.95,572
Langatun Old Deer,46.0,50.0,53.95,301
Seven Seals The Age of Scorpio,49.7,50.0,69.95,4086
Seven Seals The Age of Taurus,49.7,50.0,69.95,2309
Langatun Old Crow,46.0,50.0,70.95,2760
Seven Seals The Age of Aquarius,49.7,50.0,69.95,488
Langatun 2016,49.12,50.0,83.95,2202
Langatun Jacob's Dram 2015,49.12,50.0,83.95,3024
Langatun Old Deer,58.5,50.0,71.95,1885
Seven Seals,58.7,50.0,74.95,4399
Seven Seals,46.0,70.0,74.95,127
Seven Seals,46.0,70.0,74.95,2851
Seven Seals,46.0,70.0,74.95,1451
Langatun Old Deer,46.0,50.0,53.95,734
Seven Seals The Age of Scorpio,49.7,50.0,69.95,2504
Seven Seals The Age of Taurus,49.7,50.0,69.95,792
Langatun Old Crow,46.0,50.0,70.95,2660
Seven Seals The Age of Aquarius,49.7,50.0,69.95,3887
Langatun 2016,49.12,50.0,83.95,3720
Langatun Jacob's Dram 2015,49.12,50.0,83.95,3511
Langatun Old Deer,58.5,50.0,71.95,1594
Seven Seals,58.7,50.0,74.95,4076
Seven Seals,46.0,70.0,74.95,1040
Seven Seals,46.0,70.0,74.95,2700
Seven Seals,46.0,70.0,74.95,478
Langatun Old Deer,46.0,50.0,53.95,3093
Seven Seals The Age of Scorpio,49.7,50.0,69.95,4443
Seven Seals The Age of Taurus,49.7,50.0,69.95,3919
Langatun Old Crow,46.0,50.0,70.95,1779
Seven Seals The Age of Aquarius,49.7,50.0,69.95,2149
Langatun 2016,49.12,50.0,83.95,4329
Langatun Jacob's Dram 2015,49.12,50.0,83.95,2946
Langatun Old Deer,58.5,50.0,71.95,24
Seven Seals,58.7,50.0,74.95,4015
Seven Seals,46.0,70.0,74.95,2570
Seven Seals,46.0,70.0,74.95,3023
Seven Seals,46.0,70.0,74.95,796
Langatun Old Deer,46.0,50.0,53.95,665
Seven Seals The Age of Scorpio,49.7,50.0,69.95,1835
Seven Seals The Age of Taurus,49.7,50.0,69.95,3030
Langatun Old Crow,46.0,50.0,70.95,1280
Seven Seals The Age of Aquarius,49.7,50.0,69.95,564
Langatun 2016,49.12,50.0,83.95,876
Langatun Jacob's Dram 2015,49.12,50.0,83.95,3169
Langatun Old Deer,58.5,50.0,71.95,1562
Seven Seals,58.7,50.0,74.95,2335
Seven Seals,46.0,70.0,74.95,4352
Seven Seals,46.0,70.0,74.95,3613
Seven Seals,46.0,70.0,74.95,2652
Langatun Old Deer,46.0,50.0,53.95,2780
